Token ID,Token,Total Length,Chinese Length,Longword ID,Subword ID,Occurrences,Percentage,Pollute Type
39242,高高的堂叔到我家串门的时候,13,13,61,,552,0.7737%,
53974,人民群众生命安全和身体健康,13,13,62,,786,1.1017%,
61071,不符合食品安全国家标准规定,13,13,63,,978,1.3708%,
75561,赏昙花能让人变得清明与宁静,13,13,64,,413,0.5789%,
83648,中华人民共和国传染病防治法,13,13,65,,28,0.0392%,
91756,长按识别二维码了解房屋详情,13,13,66,,951,1.3329%,
33439,请您先点击上面的蓝色字体,12,12,67,,320,0.4485%,
35313,这就是需要我们低头的时候,12,12,68,,190,0.2663%,
37659,你是一个太重感情的女人吗,12,12,69,,546,0.7653%,
42182,我们将在第一时间删除内容,12,12,70,,777,1.0891%,
44024,新型冠状病毒肺炎确诊病例,12,12,71,,1,0.0014%,
53383,本文内容及图片均来源网络,12,12,72,,81,0.1135%,
53511,转载目的在于传递更多信息,12,12,73,,21,0.0294%,
54247,现实生活中的小事也是这样,12,12,74,,393,0.5508%,
59119,习近平总书记重要讲话精神,12,12,75,,560,0.7849%,
67231,事业单位公开招聘工作人员,12,12,76,,1309,1.8347%,
72277,尚在医学观察的密切接触者,12,12,77,,1282,1.7969%,
75195,微信关注定兴生活圈微信号,12,12,78,,130,0.1822%,
75591,版权归原作者及原出处所有,12,12,79,,590,0.8270%,
76065,也不过是三万六千五百多天,12,12,80,,1107,1.5516%,
77259,治理体系和治理能力现代化,12,12,81,,95,0.1332%,
79258,它有着别的花所不及的气度,12,12,82,,297,0.4163%,
83657,解除医学观察的密切接触者,12,12,83,,12,0.0168%,
87184,点击下方空白区域查看答案,12,12,84,,515,0.7218%,
88135,应对新型冠状病毒肺炎疫情,12,12,85,,1,0.0014%,
89807,拥有对此声明的最终解释权,12,12,86,,261,0.3658%,
91573,尽量避免乘坐公共交通工具,12,12,87,,404,0.5663%,
19280,长按上方二维码识别关注,11,11,88,,18,0.0252%,
22751,我们会第一时间予以删除,11,11,89,,35,0.0491%,
29432,请立即后台留言通知我们,11,11,90,,255,0.3574%,
32085,人民代表大会常务委员会,11,11,91,,206,0.2887%,
34152,才能跨过这道关键的门槛,11,11,92,,103,0.1444%,
37971,说着就低着头迈进了门槛,11,11,93,,42,0.0589%,
38166,往往我母亲就会接上一句,11,11,94,,234,0.3280%,
43013,具有中华人民共和国国籍,11,11,95,,44,0.0617%,
44395,党的十九届五中全会精神,11,11,96,,268,0.3756%,
45600,如有侵权请联系我们删除,11,11,97,,60,0.0841%,
47235,新冠肺炎疫情防控指挥部,11,11,98,,4,0.0056%,
55187,坚决打赢疫情防控阻击战,11,11,99,,435,0.6097%,
67944,接受纪律审查和监察调查,11,11,100,,602,0.8438%,
71412,你们是小编前进的动力哦,11,11,101,,54,0.0757%,
71682,公务员录用体检通用标准,11,11,102,,631,0.8844%,
76847,践行社会主义核心价值观,11,11,103,,263,0.3686%,
77042,不对所包含内容的准确性,11,11,104,,177,0.2481%,
78696,一点一点地展现它的秀色,11,11,105,,87,0.1219%,
81315,诊断为新冠肺炎确诊病例,11,11,106,,81,0.1135%,
82254,中国共产党纪律处分条例,11,11,107,,185,0.2593%,
89833,学历证书电子注册备案表,11,11,108,,728,1.0204%,
90042,市人力资源和社会保障局,11,11,109,,146,0.2046%,
90781,本平台将注明来源及作者,11,11,110,,16,0.0224%,
91535,突如其来的新冠肺炎疫情,11,11,111,,63,0.0883%,
25508,新冠肺炎疫情防控工作,10,10,112,,1,0.0014%,
32255,著作权属归原创者所有,10,10,113,,223,0.3126%,
34188,有时需要我们低头弯腰,10,10,114,,70,0.0981%,
34190,有时需要我们昂首阔步,10,10,115,,212,0.2971%,
37210,我都会在这里陪伴着你,10,10,116,,160,0.2243%,
46129,实现中华民族伟大复兴,10,10,117,,115,0.1612%,
49676,现将有关事项公告如下,10,10,118,,208,0.2915%,
50064,人力资源和社会保障厅,10,10,119,,42,0.0589%,
51896,累计追踪到密切接触者,10,10,120,,21,0.0294%,
52643,境外输入无症状感染者,10,10,121,,780,1.0933%,
61751,人民群众生命财产安全,10,10,122,,95,0.1332%,
67182,公安机关交通管理部门,10,10,123,,105,0.1472%,
68101,巩固拓展脱贫攻坚成果,10,10,124,,571,0.8003%,
69051,如果喜欢就关注订阅吧,10,10,125,,91,0.1275%,
69557,了解本地更多精彩资讯,10,10,126,,72,0.1009%,
71902,疫情防控工作领导小组,10,10,127,,1,0.0014%,
72676,决胜全面建成小康社会,10,10,128,,68,0.0953%,
72984,人力资源和社会保障部,10,10,129,,1,0.0014%,
73428,国家市场监督管理总局,10,10,130,,336,0.4709%,
73822,新冠肺炎疫情发生以来,10,10,131,,72,0.1009%,
73989,中央纪委国家监委网站,10,10,132,,95,0.1332%,
74220,绿水青山就是金山银山,10,10,133,,796,1.1157%,
74267,重大突发公共卫生事件,10,10,134,,295,0.4135%,
75627,零售价格绿色科技管理,10,10,135,,485,0.6798%,
76072,有一付对联说得有意思,10,10,136,,147,0.2060%,
76284,闭谢的姿势也刚烈异常,10,10,137,,201,0.2817%,
77969,这样您就可以免费收到,10,10,138,,8,0.0112%,
78701,用一位作家朋友说的话,10,10,139,,43,0.0603%,
80968,违反中央八项规定精神,10,10,140,,117,0.1640%,
82728,国家级非物质文化遗产,10,10,141,,486,0.6812%,
84191,事业单位公开招聘人员,10,10,142,,1,0.0014%,
84250,全日制本科及以上学历,10,10,143,,567,0.7947%,
84310,当日新增治愈出院病例,10,10,144,,416,0.5831%,
84584,案件正在进一步侦办中,10,10,145,,232,0.3252%,
84871,学习贯彻习近平总书记,10,10,146,,157,0.2201%,
85397,得阿耨多罗三藐三菩提,10,10,147,,148,0.2074%,
87672,党史学习教育动员大会,10,10,148,,572,0.8017%,
90060,城乡居民基本医疗保险,10,10,149,,371,0.5200%,
90280,中国特色农产品优势区,10,10,150,,235,0.3294%,
90403,新增新冠肺炎确诊病例,10,10,151,,1,0.0014%,
90422,核酸检测结果均为阴性,10,10,152,,208,0.2915%,
90593,并不承担其他任何责任,10,10,153,,425,0.5957%,
14477,如有侵权请联系删除,9,9,154,,11,0.0154%,
23074,并同时向您表示歉意,9,9,155,,204,0.2859%,
26152,庆祝中国共产党成立,9,9,156,,66,0.0925%,
29126,长按识别下方二维码,9,9,157,,8,0.0112%,
32923,记得前些年我到石林,9,9,158,,574,0.8045%,
33202,去探寻石洞里的风景,9,9,159,,86,0.1205%,
35268,假如进洞口时不低头,9,9,160,,194,0.2719%,
38412,总会引来一阵阵笑声,9,9,161,,115,0.1612%,
38581,国务院联防联控机制,9,9,162,,38,0.0533%,
41084,中华人民共和国刑法,9,9,163,,41,0.0575%,
41417,工作领导小组办公室,9,9,164,,85,0.1191%,
51277,房地产开发有限公司,9,9,165,,420,0.5887%,
52462,人力资源社会保障部,9,9,166,,3,0.0042%,
52858,我都认真当成了喜欢,9,9,167,,153,0.2144%,
56358,中小学教师资格考试,9,9,168,,517,0.7246%,
59524,人正在接受医学观察,9,9,169,,10,0.0140%,
60435,如有侵权请及时联系,9,9,170,,51,0.0715%,
61024,身体健康和生命安全,9,9,171,,6,0.0084%,
61082,垃圾分类卡积分绿卡,9,9,172,,136,0.1906%,
65237,第七次全国人口普查,9,9,173,,286,0.4009%,
65267,国民经济和社会发展,9,9,174,,11,0.0154%,
68190,经济社会高质量发展,9,9,175,,45,0.0631%,
70888,高新技术产业开发区,9,9,176,,50,0.0701%,
71331,点击空白处查看答案,9,9,177,,6,0.0084%,
71629,小编都会虚心接受的,9,9,178,,49,0.0687%,
72644,中华人民共和国宪法,9,9,179,,10,0.0140%,
75381,国家卫生健康委员会,9,9,180,,20,0.0280%,
75551,如果地球与宇宙相比,9,9,181,,231,0.3238%,
75643,看了就立刻就立刻就,9,9,182,,72,0.1009%,
75688,九分裤垃圾疯狂垃圾,9,9,183,,56,0.0785%,
76174,行深般若波罗蜜多时,9,9,184,,262,0.3672%,
78048,从玛拉沁信息网开始,9,9,185,,386,0.5410%,
78331,中央军委主席习近平,9,9,186,,136,0.1906%,
79476,教育部留学服务中心,9,9,187,,99,0.1388%,
80617,处三年以下有期徒刑,9,9,188,,306,0.4289%,
82793,部分文章推送时未能,9,9,189,,16,0.0224%,
83717,长按二维码识别关注,9,9,190,,7,0.0098%,
84742,大学本科及以上学历,9,9,191,,90,0.1261%,
84955,请及时联系我们删除,9,9,192,,3,0.0042%,
85550,一次性使用医用口罩,9,9,193,,241,0.3378%,
87401,请联系我们进行删除,9,9,194,,1,0.0014%,
87486,中华民族共同体意识,9,9,195,,48,0.0673%,
87754,故说般若波罗蜜多咒,9,9,196,,79,0.1107%,
89406,颠覆了几十年的金钱,9,9,197,,260,0.3644%,
89852,新时代文明实践中心,9,9,198,,46,0.0645%,
89952,部分图片来源于网络,9,9,199,,57,0.0799%,
90836,例新冠肺炎确诊病例,9,9,200,,1,0.0014%,
91794,爱国卫生运动委员会,9,9,201,,166,0.2327%,
7734,版权归原作者所有,8,8,202,,11,0.0154%,
23453,疾病预防控制中心,8,8,203,,178,0.2495%,
24089,习近平总书记关于,8,8,204,,21,0.0294%,
26304,月加入中国共产党,8,8,205,,152,0.2130%,
29015,核酸检测阴性证明,8,8,206,,19,0.0266%,
29583,不代表本平台立场,8,8,207,,5,0.0070%,
30348,政法队伍教育整顿,8,8,208,,332,0.4653%,
30358,集中隔离医学观察,8,8,209,,286,0.4009%,
31281,境外输入确诊病例,8,8,210,,1,0.0014%,
31937,社区卫生服务中心,8,8,211,,21,0.0294%,
32764,洞口都比平常人低,8,8,212,,17,0.0238%,
33139,都低下了昂贵的头,8,8,213,,94,0.1318%,
33733,面向社会公开招聘,8,8,214,,20,0.0280%,
34469,却说明了一个道理,8,8,215,,80,0.1121%,
34854,新冠病毒疫苗接种,8,8,216,,84,0.1177%,
35274,有时还会留下遗憾,8,8,217,,31,0.0435%,
35476,抗击新冠肺炎疫情,8,8,218,,52,0.0729%,
38374,别人也跟着不自在,8,8,219,,85,0.1191%,
38388,长的太高了也别扭,8,8,220,,51,0.0715%,
38416,自己造成了小痛苦,8,8,221,,406,0.5691%,
38447,是因为你长的高了,8,8,222,,247,0.3462%,
38875,新冠病毒核酸检测,8,8,223,,1,0.0014%,
38922,累计报告确诊病例,8,8,224,,4,0.0056%,
39090,接种新冠病毒疫苗,8,8,225,,1,0.0014%,
40097,事业单位工作人员,8,8,226,,1,0.0014%,
40121,扫黑除恶专项斗争,8,8,227,,377,0.5284%,
41004,左右滑动查看更多,8,8,228,,128,0.1794%,
41196,累计治愈出院病例,8,8,229,,3,0.0042%,
44844,自然资源和规划局,8,8,230,,99,0.1388%,
45210,开展党史学习教育,8,8,231,,34,0.0477%,
45436,科技股份有限公司,8,8,232,,107,0.1500%,
45614,新增无症状感染者,8,8,233,,1,0.0014%,
46074,依法追究刑事责任,8,8,234,,121,0.1696%,
46581,涉嫌严重违纪违法,8,8,235,,203,0.2845%,
50215,一一一一一一一一,8,8,236,,7,0.0098%,
50683,集团股份有限公司,8,8,237,,23,0.0322%,
50832,请及时与我们联系,8,8,238,,6,0.0084%,
50969,向上滚动浏览全文,8,8,239,,59,0.0827%,
51531,住房和城乡建设局,8,8,240,,138,0.1934%,
52090,最高人民法院关于,8,8,241,,54,0.0757%,
52182,依般若波罗蜜多故,8,8,242,,3,0.0042%,
52769,做好疫情防控工作,8,8,243,,184,0.2579%,
53178,上的重要讲话精神,8,8,244,,79,0.1107%,
53992,新疆维吾尔自治区,8,8,245,,129,0.1808%,
58743,思想和行动统一到,8,8,246,,55,0.0771%,
59598,国家税务总局关于,8,8,247,,77,0.1079%,
62536,决战决胜脱贫攻坚,8,8,248,,7,0.0098%,
62884,发展和改革委员会,8,8,249,,154,0.2158%,
64610,有下列情形之一的,8,8,250,,169,0.2369%,
65569,检验标志电子凭证,8,8,251,,106,0.1486%,
66006,坚持以人民为中心,8,8,252,,18,0.0252%,
66875,定点医院隔离治疗,8,8,253,,74,0.1037%,
66919,新冠肺炎疫情影响,8,8,254,,195,0.2733%,
67520,文中观点保持中立,8,8,255,,36,0.0505%,
68341,天小白理财训练营,8,8,256,,219,0.3070%,
68604,微信关注博野拍客,8,8,257,,112,0.1570%,
68645,中华优秀传统文化,8,8,258,,38,0.0533%,
68899,创建全国文明城市,8,8,259,,14,0.0196%,
69122,中央广播电视总台,8,8,260,,129,0.1808%,
70472,县公安局交警大队,8,8,261,,224,0.3140%,
70537,生物科技有限公司,8,8,262,,16,0.0224%,
70868,住房和城乡建设部,8,8,263,,1,0.0014%,
70869,计算机科学与技术,8,8,264,,108,0.1514%,
71271,看看看看看看看看,8,8,265,,20,0.0280%,
71587,人大常委会副主任,8,8,266,,157,0.2201%,
71817,集团有限责任公司,8,8,267,,6,0.0084%,
72106,也不要忘记点赞哦,8,8,268,,45,0.0631%,
72240,实际效果因人而异,8,8,269,,120,0.1682%,
72890,当日解除医学观察,8,8,270,,1,0.0014%,
73487,义务教育阶段学校,8,8,271,,347,0.4864%,
73684,公共资源交易中心,8,8,272,,116,0.1626%,
75244,农村人居环境整治,8,8,273,,209,0.2929%,
75527,太平洋上的一粒沙,8,8,274,,150,0.2102%,
75576,昙花虽然弾指芳华,8,8,275,,60,0.0841%,
76391,中有一句著名的话,8,8,276,,283,0.3967%,
76488,乡村振兴有效衔接,8,8,277,,92,0.1289%,
76571,为昙花留影作画册,8,8,278,,60,0.0841%,
76580,卢霞客与台岳学子,8,8,279,,45,0.0631%,
76665,每次坚守三五小时,8,8,280,,220,0.3084%,
76814,国内中高风险地区,8,8,281,,61,0.0855%,
77159,供给侧结构性改革,8,8,282,,45,0.0631%,
77552,投资集团有限公司,8,8,283,,105,0.1472%,
77709,饮酒后驾驶机动车,8,8,284,,387,0.5424%,
78047,市公安局交警支队,8,8,285,,13,0.0182%,
79240,失信被执行人名单,8,8,286,,170,0.2383%,
79325,保持安全社交距离,8,8,287,,48,0.0673%,
79352,并不代表本公众号,8,8,288,,3,0.0042%,
79404,网络科技有限公司,8,8,289,,1,0.0014%,
81090,请作者持权属证明,8,8,290,,8,0.0112%,
81917,采取刑事强制措施,8,8,291,,504,0.7064%,
82343,每个人都有自己的,8,8,292,,189,0.2649%,
83205,犯罪受过刑事处罚,8,8,293,,71,0.0995%,
83921,中国共产党的领导,8,8,294,,11,0.0154%,
84015,其中境外输入病例,8,8,295,,15,0.0210%,
84516,住房和城乡建设厅,8,8,296,,1,0.0014%,
85965,国家自然科学基金,8,8,297,,16,0.0224%,
86359,国家税务总局公告,8,8,298,,1,0.0014%,
86384,别忘了点个在看哦,8,8,299,,28,0.0392%,
87733,故知般若波罗蜜多,8,8,300,,3,0.0042%,
87767,版权归原创者所有,8,8,301,,1,0.0014%,
88042,实施乡村振兴战略,8,8,302,,62,0.0869%,
88109,此次违建全部拆除,8,8,303,,41,0.0575%,
89051,市市场监督管理局,8,8,304,,16,0.0224%,
89200,受到党内警告处分,8,8,305,,24,0.0336%,
89220,重要指示批示精神,8,8,306,,62,0.0869%,
89701,新冠病毒灭活疫苗,8,8,307,,32,0.0449%,
90041,向上滑动查看内容,8,8,308,,6,0.0084%,
90216,市人大常委会主任,8,8,309,,5,0.0070%,
90359,全面推进乡村振兴,8,8,310,,3,0.0042%,
91295,改变了自己的人生,8,8,311,,128,0.1794%,
91897,百年未有之大变局,8,8,312,,33,0.0463%,
18077,扫描下方二维码,7,7,313,,18,0.0252%,
18609,完全是免费订阅,7,7,314,,22,0.0308%,
22106,本文转载自网络,7,7,315,,13,0.0182%,
23417,图文来源于网络,7,7,316,,13,0.0182%,
25065,习近平总书记在,7,7,317,,1,0.0014%,
26032,我为群众办实事,7,7,318,,18,0.0252%,
26719,经济技术开发区,7,7,319,,3,0.0042%,
29876,疫情防控工作的,7,7,320,,18,0.0252%,
32016,长按下方二维码,7,7,321,,3,0.0042%,
33149,弯下了最贵的腰,7,7,322,,12,0.0168%,
33890,的重要组成部分,7,7,323,,10,0.0140%,
35950,中国人民解放军,7,7,324,,26,0.0364%,
36278,如涉及作品内容,7,7,325,,42,0.0589%,
36386,版权和其它问题,7,7,326,,421,0.5901%,
36677,最后成了对不起,7,7,327,,29,0.0406%,
37001,最后都是没关系,7,7,328,,176,0.2467%,
37065,有多少句对不起,7,7,329,,1,0.0014%,
37068,有多少句没关系,7,7,330,,1,0.0014%,
37154,广西壮族自治区,7,7,331,,178,0.2495%,
37573,工作经验者优先,7,7,332,,38,0.0533%,
38036,总会开着玩笑说,7,7,333,,50,0.0701%,
38064,大专及以上学历,7,7,334,,6,0.0084%,
38429,必然就会碰着头,7,7,335,,89,0.1247%,
38490,俺这门容不下你,7,7,336,,16,0.0224%,
39586,中共中央政治局,7,7,337,,39,0.0547%,
41518,关注微信公众号,7,7,338,,1,0.0014%,
43471,常态化疫情防控,7,7,339,,74,0.1037%,
44730,版权属于原作者,7,7,340,,15,0.0210%,
45467,国家发展改革委,7,7,341,,6,0.0084%,
46093,中国工程院院士,7,7,342,,130,0.1822%,
48647,每天都会有分享,7,7,343,,70,0.0981%,
48785,香港特别行政区,7,7,344,,134,0.1878%,
49191,转载请注明出处,7,7,345,,15,0.0210%,
50150,增值税专用发票,7,7,346,,63,0.0883%,
50624,关于进一步加强,7,7,347,,24,0.0336%,
52754,党中央决策部署,7,7,348,,93,0.1304%,
53462,构建新发展格局,7,7,349,,37,0.0519%,
53492,出席会议并讲话,7,7,350,,133,0.1864%,
53505,党的十八大以来,7,7,351,,17,0.0238%,
53715,经济高质量发展,7,7,352,,1,0.0014%,
54027,最高人民检察院,7,7,353,,20,0.0280%,
54127,抓获犯罪嫌疑人,7,7,354,,157,0.2201%,
54164,感谢大家的阅读,7,7,355,,202,0.2831%,
54269,识别图中二维码,7,7,356,,6,0.0084%,
54327,局集团有限公司,7,7,357,,1,0.0014%,
54947,我们将及时更正,7,7,358,,6,0.0084%,
55114,若涉及版权问题,7,7,359,,6,0.0084%,
55231,素材来源于网络,7,7,360,,117,0.1640%,
55241,召开新闻发布会,7,7,361,,239,0.3350%,
55595,请立即通知我们,7,7,362,,1,0.0014%,
55729,无新增确诊病例,7,7,363,,5,0.0070%,
55942,中共中央总书记,7,7,364,,1,0.0014%,
56185,工业和信息化部,7,7,365,,28,0.0392%,
56412,打赢脱贫攻坚战,7,7,366,,7,0.0098%,
57080,例无症状感染者,7,7,367,,1,0.0014%,
57340,随着年龄的增长,7,7,368,,132,0.1850%,
57755,全国人大常委会,7,7,369,,1,0.0014%,
58120,贯彻新发展理念,7,7,370,,61,0.0855%,
58269,建档立卡贫困户,7,7,371,,73,0.1023%,
58723,退役军人事务局,7,7,372,,98,0.1374%,
58890,理论学习中心组,7,7,373,,18,0.0252%,
60475,相关负责人表示,7,7,374,,69,0.0967%,
60752,点击下方小程序,7,7,375,,58,0.0813%,
61265,文章来源于网络,7,7,376,,4,0.0056%,
61450,推动高质量发展,7,7,377,,14,0.0196%,
61717,突如其来的疫情,7,7,378,,4,0.0056%,
61980,高校毕业生就业,7,7,379,,118,0.1654%,
62146,人均可支配收入,7,7,380,,29,0.0406%,
62247,无新增死亡病例,7,7,381,,101,0.1416%,
62252,诊断为确诊病例,7,7,382,,1,0.0014%,
62650,市中级人民法院,7,7,383,,12,0.0168%,
63029,并处罚金人民币,7,7,384,,50,0.0701%,
63459,习近平总书记对,7,7,385,,1,0.0014%,
63886,任何单位和个人,7,7,386,,11,0.0154%,
64075,综合行政执法局,7,7,387,,103,0.1444%,
64463,官方微信公众号,7,7,388,,59,0.0827%,
64793,经济社会发展的,7,7,389,,7,0.0098%,
64892,澳门特别行政区,7,7,390,,3,0.0042%,
65605,请及时联系删除,7,7,391,,1,0.0014%,
65761,在疫情防控期间,7,7,392,,33,0.0463%,
65889,黑社会性质组织,7,7,393,,116,0.1626%,
66144,随着时间的推移,7,7,394,,40,0.0561%,
66946,为深入贯彻落实,7,7,395,,151,0.2116%,
67160,药品监督管理局,7,7,396,,80,0.1121%,
67317,和无症状感染者,7,7,397,,3,0.0042%,
67850,本文来源于网络,7,7,398,,3,0.0042%,
68136,无新增疑似病例,7,7,399,,12,0.0168%,
69022,十三届全国人大,7,7,400,,23,0.0322%,
70099,商品房买卖合同,7,7,401,,234,0.3280%,
70134,疫情防控常态化,7,7,402,,1,0.0014%,
70564,长按二维码关注,7,7,403,,1,0.0014%,
71087,相关负责人介绍,7,7,404,,65,0.0911%,
71418,无症状感染者的,7,7,405,,17,0.0238%,
71695,分享彼此的欢乐,7,7,406,,128,0.1794%,
72124,马克思主义学院,7,7,407,,206,0.2887%,
72387,版权归属原作者,7,7,408,,8,0.0112%,
72615,人民政府办公厅,7,7,409,,116,0.1626%,
72661,建设用地使用权,7,7,410,,13,0.0182%,
72681,每天一点点进步,7,7,411,,24,0.0336%,
72774,理财的底层逻辑,7,7,412,,147,0.2060%,
73395,一次性医用口罩,7,7,413,,1,0.0014%,
73779,人类命运共同体,7,7,414,,17,0.0238%,
73997,公众号后台回复,7,7,415,,11,0.0154%,
74354,版权归作者所有,7,7,416,,1,0.0014%,
74667,原作者取得联系,7,7,417,,16,0.0224%,
74745,疫情防控工作中,7,7,418,,6,0.0084%,
74976,转载请注明来源,7,7,419,,1,0.0014%,
75049,如涉及版权问题,7,7,420,,1,0.0014%,
75560,但也是刹那美丽,7,7,421,,116,0.1626%,
75565,关于进一步做好,7,7,422,,4,0.0056%,
75566,翻天覆地的变化,7,7,423,,54,0.0757%,
75899,考试录用公务员,7,7,424,,3,0.0042%,
76071,若不撇住终有苦,7,7,425,,26,0.0364%,
76193,小暑台风送清凉,7,7,426,,43,0.0603%,
76197,安心静观渐开花,7,7,427,,36,0.0505%,
76419,快乐来自于内心,7,7,428,,131,0.1836%,
76469,各能捺住即成名,7,7,429,,30,0.0420%,
76525,一撇一捺是人字,7,7,430,,19,0.0266%,
76656,讲到了这件乐事,7,7,431,,17,0.0238%,
76680,已解除医学观察,7,7,432,,113,0.1584%,
77031,央视新闻客户端,7,7,433,,64,0.0897%,
77038,宁夏回族自治区,7,7,434,,34,0.0477%,
77085,普通话水平测试,7,7,435,,62,0.0869%,
77142,海南自由贸易港,7,7,436,,412,0.5775%,
77670,要深入学习贯彻,7,7,437,,12,0.0168%,
78032,哈尔滨工业大学,7,7,438,,28,0.0392%,
78568,侵犯到您的权益,7,7,439,,5,0.0070%,
78682,等待羞涩的美人,7,7,440,,316,0.4429%,
78690,在在千呼万唤中,7,7,441,,72,0.1009%,
78950,但它开放的样子,7,7,442,,14,0.0196%,
79006,一点点向外舒展,7,7,443,,29,0.0406%,
