Token ID,Token,Total Length,Chinese Length,Longword ID,Subword ID,Occurrences,Percentage,Pollute Type
49372,），,2,2,59,,113,11.4721%,
51107,更新,2,2,60,,13,1.3198%,
51450,取消,2,2,62,,4,0.4061%,
51510,订单,2,2,63,,5,0.5076%,
52254,查询,2,2,65,,9,0.9137%,
52563,表示,2,2,66,,1,0.1015%,
53626,上传,2,2,67,,7,0.7107%,
54581,描述,2,2,69,,4,0.4061%,
54689,。。,2,2,70,,4,0.4061%,
55121,显示,2,2,71,,1,0.1015%,
55642,处理,2,2,72,,3,0.3046%,
56386,开始,2,2,73,,4,0.4061%,
56438,所有,2,2,74,,7,0.7107%,
58119,编辑,2,2,77,,6,0.6091%,
58521,作者,2,2,78,,3,0.3046%,
58721,事件,2,2,79,,4,0.4061%,
59459,。（,2,2,80,,5,0.5076%,
59712,」「,2,2,81,,25,2.5381%,
59795,中国,2,2,82,,7,0.7107%,
59914,加载,2,2,83,,4,0.4061%,
60251,结果,2,2,84,,9,0.9137%,
61496,标题,2,2,85,,6,0.6091%,
61633,注意,2,2,86,,11,1.1168%,
61648,完成,2,2,87,,3,0.3046%,
61710,确定,2,2,88,,8,0.8122%,
62789,注册,2,2,89,,3,0.3046%,
63289,下载,2,2,90,,1,0.1015%,
63344,如果,2,2,91,,7,0.7107%,
65164,连接,2,2,95,,6,0.6091%,
65305,消息,2,2,96,,1,0.1015%,
65459,）、,2,2,97,,1,0.1015%,
65529,对象,2,2,98,,6,0.6091%,
65571,是否,2,2,99,,9,0.9137%,
66327,。「,2,2,100,,1,0.1015%,
66677,记录,2,2,101,,3,0.3046%,
67117,输出,2,2,102,,6,0.6091%,
67287,姓名,2,2,103,,1,0.1015%,
67494,说明,2,2,104,,6,0.6091%,
68438,通过,2,2,105,,5,0.5076%,
69049,当前,2,2,106,,6,0.6091%,
69362,支付,2,2,107,,5,0.5076%,
69905,格式,2,2,108,,7,0.7107%,
70090,北京,2,2,109,,5,0.5076%,
70924,数组,2,2,112,,3,0.3046%,
71461,重新,2,2,113,,3,0.3046%,
71638,分类,2,2,114,,6,0.6091%,
71689,以上,2,2,116,,5,0.5076%,
71733,异常,2,2,117,,5,0.5076%,
72209,版本,2,2,119,,5,0.5076%,
72456,网络,2,2,120,,5,0.5076%,
72794,隐藏,2,2,121,,4,0.4061%,
72917,进行,2,2,122,,7,0.7107%,
73071,提交,2,2,124,,3,0.3046%,
73117,发送,2,2,125,,8,0.8122%,
73164,联系,2,2,126,,6,0.6091%,
73548,系统,2,2,127,,3,0.3046%,
73740,编号,2,2,128,,1,0.1015%,
73751,点击,2,2,129,,6,0.6091%,
74318,公司,2,2,130,,5,0.5076%,
74445,项目,2,2,131,,5,0.5076%,
74770,可以,2,2,132,,4,0.4061%,
75320,程序,2,2,134,,6,0.6091%,
75376,）。,2,2,135,,1,0.1015%,
75761,排序,2,2,136,,3,0.3046%,
75976,首页,2,2,137,,3,0.3046%,
76099,关闭,2,2,138,,7,0.7107%,
76217,执行,2,2,139,,1,0.1015%,
76417,单位,2,2,140,,4,0.4061%,
76843,！！,2,2,141,,4,0.4061%,
76864,！」,2,2,142,,1,0.1015%,
76868,方式,2,2,143,,1,0.1015%,
77195,条件,2,2,144,,3,0.3046%,
77219,記事,2,2,145,,3,0.3046%,
77937,路径,2,2,146,,5,0.5076%,
78021,退出,2,2,147,,3,0.3046%,
78111,宋体,2,2,148,,5,0.5076%,
78250,10,2,2,149,,6,0.6091%,
78657,例如,2,2,150,,4,0.4061%,
79656,相关,2,2,152,,3,0.3046%,
80073,搜索,2,2,153,,4,0.4061%,
80356,属性,2,2,154,,4,0.4061%,
81191,20,2,2,155,,3,0.3046%,
81194,金额,2,2,156,,5,0.5076%,
81543,没有,2,2,158,,3,0.3046%,
81665,结束,2,2,161,,3,0.3046%,
82267,确认,2,2,163,,1,0.1015%,
82530,、、,2,2,165,,1,0.1015%,
82805,测试,2,2,167,,4,0.4061%,
82900,数量,2,2,168,,3,0.3046%,
82912,位置,2,2,169,,1,0.1015%,
82973,時間,2,2,170,,5,0.5076%,
83125,文章,2,2,171,,3,0.3046%,
83337,链接,2,2,172,,3,0.3046%,
83687,数字,2,2,174,,1,0.1015%,
83741,声明,2,2,175,,3,0.3046%,
83800,产品,2,2,176,,3,0.3046%,
84095,亿元,2,2,177,,6,0.6091%,
84131,分钟,2,2,178,,3,0.3046%,
85284,按钮,2,2,179,,5,0.5076%,
86206,需要,2,2,180,,6,0.6091%,
86348,全部,2,2,181,,5,0.5076%,
86429,资源,2,2,182,,6,0.6091%,
86741,评论,2,2,183,,5,0.5076%,
86867,配置,2,2,185,,3,0.3046%,
87219,问题,2,2,186,,3,0.3046%,
87327,报道,2,2,187,,5,0.5076%,
88240,视频,2,2,188,,5,0.5076%,
88343,》，,2,2,189,,3,0.3046%,
88367,可能,2,2,190,,1,0.1015%,
88435,文字,2,2,191,,1,0.1015%,
88852,以下,2,2,192,,1,0.1015%,
88905,电话,2,2,193,,5,0.5076%,
89186,有效,2,2,194,,3,0.3046%,
89408,今年,2,2,195,,5,0.5076%,
89505,･･,2,2,196,,3,0.3046%,
89902,任务,2,2,197,,3,0.3046%,
90091,正确,2,2,198,,4,0.4061%,
90261,来源,2,2,199,,3,0.3046%,
90756,详情,2,2,200,,5,0.5076%,
91006,？」,2,2,201,,46,4.6701%,
91466,一页,2,2,202,,1,0.1015%,
91495,，并,2,2,203,,3,0.3046%,
91547,发布,2,2,204,,3,0.3046%,
91951,审核,2,2,205,,5,0.5076%,
92019,其中,2,2,206,,4,0.4061%,
92056,权限,2,2,207,,6,0.6091%,
92193,（笑,2,2,208,,3,0.3046%,
92211,，《,2,2,209,,3,0.3046%,
92382,定义,2,2,211,,3,0.3046%,
92555,万元,2,2,212,,3,0.3046%,
92672,同时,2,2,213,,3,0.3046%,
92693,無料,2,2,214,,8,0.8122%,
93132,大小,2,2,215,,6,0.6091%,
93474,节点,2,2,216,,3,0.3046%,
93636,小时,2,2,217,,1,0.1015%,
93994,其他,2,2,218,,3,0.3046%,
94134,自治,2,2,219,,3,0.3046%,
94249,分享,2,2,220,,3,0.3046%,
94668,邮箱,2,2,221,,5,0.5076%,
94720,新增,2,2,222,,3,0.3046%,
96153,，则,2,2,223,,3,0.3046%,
97150,，在,2,2,225,,1,0.1015%,
97655,正在,2,2,226,,1,0.1015%,
98390,备注,2,2,228,,3,0.3046%,
98580,价格,2,2,229,,3,0.3046%,
98711,我的,2,2,230,,8,0.8122%,
98739,我们,2,2,231,,3,0.3046%,
99379,移到,2,2,232,,5,0.5076%,
99480,功能,2,2,233,,1,0.1015%,
99502,长度,2,2,235,,5,0.5076%,
100066,送料,2,2,237,,1,0.1015%,
100207,在线,2,2,238,,3,0.3046%,
25010,�除,2,1,245,,1,0.1015%,
26062,�回,2,1,248,,1,0.1015%,
28359,�数,2,1,250,,4,0.4061%,
31041,�数,2,1,254,,4,0.4061%,
31472, ：,2,1,255,,31,3.1472%,
32438,�建,2,1,257,,1,0.1015%,
34045,。”,2,1,260,,4,0.4061%,
34676, 【,2,1,264,,1,0.1015%,
34690,”，,2,1,265,,1,0.1015%,
38087,：“,2,1,275,,1,0.1015%,
38609,�认,2,1,278,,1,0.1015%,
41827,"：""",2,1,286,,2,0.2030%,
42275, ，,2,1,289,,1,0.1015%,
42605,，“,2,1,290,,1,0.1015%,
43444, （,2,1,294,,1,0.1015%,
44689, 的,2,1,299,,1,0.1015%,
44820,�单,2,1,300,,1,0.1015%,
45631, 「,2,1,303,,1,0.1015%,
45934,�述,2,1,306,,1,0.1015%,
47971,�示,2,1,315,,1,0.1015%,
51202,选�,2,1,326,,1,0.1015%,
51431, 第,2,1,328,,1,0.1015%,
54747,。“,2,1,339,,1,0.1015%,
56907,”。,2,1,348,,4,0.4061%,
59243, 和,2,1,360,,1,0.1015%,
59622,�行,2,1,364,,1,0.1015%,
59757, 分,2,1,365,,1,0.1015%,
60233, 。,2,1,368,,1,0.1015%,
60239,�性,2,1,369,,1,0.1015%,
62205, 名,2,1,380,,1,0.1015%,
62717,�名,2,1,382,,1,0.1015%,
65218, 上,2,1,394,,1,0.1015%,
66383,」と,2,1,405,,1,0.1015%,
67735,�试,2,1,409,,1,0.1015%,
67998,。\,2,1,410,,1,0.1015%,
69272,�藏,2,1,417,,1,0.1015%,
70262, 对,2,1,426,,1,0.1015%,
70525, 发,2,1,429,,1,0.1015%,
70615,)，,2,1,431,,1,0.1015%,
70774, 类,2,1,434,,1,0.1015%,
71082,%，,2,1,436,,1,0.1015%,
73958, 中,2,1,451,,1,0.1015%,
74412, 字,2,1,456,,1,0.1015%,
74662, 在,2,1,458,,1,0.1015%,
76502, 日,2,1,468,,1,0.1015%,
76858,！”,2,1,473,,1,0.1015%,
80000,。”,2,1,490,,4,0.4061%,
80019, 新,2,1,491,,1,0.1015%,
80426,�断,2,1,494,,1,0.1015%,
81951, 控,2,1,502,,1,0.1015%,
82364,？”,2,1,506,,1,0.1015%,
83042,�权,2,1,511,,1,0.1015%,
83047, 开,2,1,512,,1,0.1015%,
83639, 最,2,1,518,,1,0.1015%,
85997, 当,2,1,529,,1,0.1015%,
86222, 解,2,1,532,,1,0.1015%,
87109, 不,2,1,536,,1,0.1015%,
87646, 成,2,1,544,,1,0.1015%,
90354, 结,2,1,555,,1,0.1015%,
91082, 主,2,1,558,,1,0.1015%,
91967, 图,2,1,565,,1,0.1015%,
92150,�新,2,1,567,,1,0.1015%,
92517, 关,2,1,568,,1,0.1015%,
92527, 登,2,1,569,,1,0.1015%,
93056,、“,2,1,574,,1,0.1015%,
93393, 实,2,1,577,,1,0.1015%,
93413, 或,2,1,578,,1,0.1015%,
94537,�件,2,1,580,,1,0.1015%,
94785, 提,2,1,582,,1,0.1015%,
94895,：%,2,1,583,,1,0.1015%,
94983, 加,2,1,585,,1,0.1015%,
97432,”。,2,1,601,,4,0.4061%,
97908,�能,2,1,605,,1,0.1015%,
97999,。(,2,1,606,,1,0.1015%,
99007,”的,2,1,617,,1,0.1015%,
5232,：,1,1,239,,30,3.0457%,
9953,月,1,1,240,,1,0.1015%,
17792,人,1,1,241,,1,0.1015%,
21909,～,1,1,242,,4,0.4061%,
23530,市,1,1,243,,1,0.1015%,
24775,区,1,1,244,,1,0.1015%,
25336,县,1,1,246,,1,0.1015%,
26016,；,1,1,247,,4,0.4061%,
26592,值,1,1,249,,1,0.1015%,
29411,：,1,1,252,,30,3.0457%,
30537,第,1,1,253,,2,0.2030%,
32335,最,1,1,256,,2,0.2030%,
33091,此,1,1,258,,1,0.1015%,
33671,次,1,1,259,,1,0.1015%,
34208,和,1,1,261,,2,0.2030%,
34547,后,1,1,262,,1,0.1015%,
34617,3,1,1,263,,1,0.1015%,
35287,了,1,1,266,,1,0.1015%,
35304,于,1,1,267,,1,0.1015%,
35757,円,1,1,268,,1,0.1015%,
36668,主,1,1,270,,2,0.2030%,
36761,』,1,1,271,,1,0.1015%,
36827,天,1,1,272,,1,0.1015%,
37767,已,1,1,274,,1,0.1015%,
38093,会,1,1,276,,1,0.1015%,
39135,色,1,1,279,,1,0.1015%,
39442,未,1,1,280,,1,0.1015%,
40526,口,1,1,282,,1,0.1015%,
40862,合,1,1,283,,1,0.1015%,
41053,车,1,1,284,,1,0.1015%,
41073,实,1,1,285,,2,0.2030%,
41920,二,1,1,287,,1,0.1015%,
42052,业,1,1,288,,1,0.1015%,
43167,集,1,1,291,,1,0.1015%,
43240,多,1,1,292,,1,0.1015%,
43292,无,1,1,293,,1,0.1015%,
44388,这,1,1,295,,1,0.1015%,
44416,制,1,1,296,,1,0.1015%,
44597,5,1,1,297,,1,0.1015%,
44620,『,1,1,298,,1,0.1015%,
45163,将,1,1,301,,1,0.1015%,
45736,高,1,1,304,,1,0.1015%,
45829,子,1,1,305,,1,0.1015%,
46091,三,1,1,307,,1,0.1015%,
46281,从,1,1,308,,1,0.1015%,
46702,4,1,1,309,,1,0.1015%,
46729,家,1,1,310,,1,0.1015%,
47018,秒,1,1,311,,1,0.1015%,
47551,现,1,1,313,,1,0.1015%,
47770,转,1,1,314,,1,0.1015%,
48634,力,1,1,316,,1,0.1015%,
48864,学,1,1,317,,1,0.1015%,
48915,外,1,1,318,,1,0.1015%,
48972,调,1,1,319,,1,0.1015%,
49792,工,1,1,320,,1,0.1015%,
50211,平,1,1,321,,1,0.1015%,
50338,解,1,1,322,,2,0.2030%,
50667,等,1,1,323,,1,0.1015%,
50928,得,1,1,324,,1,0.1015%,
51109,收,1,1,325,,1,0.1015%,
51385,安,1,1,327,,1,0.1015%,
51611,应,1,1,329,,1,0.1015%,
52030,看,1,1,330,,1,0.1015%,
53229,原,1,1,331,,1,0.1015%,
53283,知,1,1,332,,1,0.1015%,
53434,级,1,1,333,,1,0.1015%,
53610,水,1,1,334,,1,0.1015%,
53901,好,1,1,335,,1,0.1015%,
53953,物,1,1,336,,1,0.1015%,
54322,放,1,1,337,,1,0.1015%,
54493,经,1,1,338,,1,0.1015%,
54872,模,1,1,340,,1,0.1015%,
55030,之,1,1,341,,1,0.1015%,
55038,台,1,1,342,,1,0.1015%,
55139,州,1,1,343,,1,0.1015%,
55723,画,1,1,344,,1,0.1015%,
55999,共,1,1,345,,1,0.1015%,
56040,〜,1,1,346,,1,0.1015%,
56235,海,1,1,347,,1,0.1015%,
57106,比,1,1,349,,1,0.1015%,
57237,至,1,1,350,,1,0.1015%,
57668,你,1,1,351,,1,0.1015%,
58291,或,1,1,352,,2,0.2030%,
58318,与,1,1,353,,1,0.1015%,
58322,影,1,1,354,,1,0.1015%,
58653,读,1,1,355,,1,0.1015%,
58655,告,1,1,356,,1,0.1015%,
58666,美,1,1,357,,1,0.1015%,
58850,女,1,1,358,,1,0.1015%,
58911,山,1,1,359,,1,0.1015%,
59464,复,1,1,361,,1,0.1015%,
59563,南,1,1,362,,1,0.1015%,
59614,必,1,1,363,,1,0.1015%,
59983,．,1,1,366,,1,0.1015%,
60174,城,1,1,367,,1,0.1015%,
60317,；,1,1,370,,4,0.4061%,
60358,近,1,1,371,,1,0.1015%,
60596,6,1,1,372,,1,0.1015%,
60632,利,1,1,373,,1,0.1015%,
60843,总,1,1,374,,1,0.1015%,
61337,社,1,1,375,,1,0.1015%,
61786,西,1,1,376,,1,0.1015%,
61826,先,1,1,377,,1,0.1015%,
61994,然,1,1,378,,1,0.1015%,
62049,键,1,1,379,,1,0.1015%,
62543,写,1,1,381,,1,0.1015%,
62855,签,1,1,383,,1,0.1015%,
63212,因,1,1,385,,1,0.1015%,
64022,别,1,1,386,,1,0.1015%,
64209,心,1,1,387,,1,0.1015%,
64467,指,1,1,389,,1,0.1015%,
64531,整,1,1,390,,1,0.1015%,
64803,四,1,1,391,,1,0.1015%,
64889,断,1,1,392,,2,0.2030%,
64936,角,1,1,393,,1,0.1015%,
65455,头,1,1,395,,1,0.1015%,
65782,步,1,1,396,,1,0.1015%,
65789,门,1,1,397,,1,0.1015%,
65820,导,1,1,398,,1,0.1015%,
65854,客,1,1,399,,1,0.1015%,
65917,右,1,1,400,,1,0.1015%,
66115,8,1,1,401,,1,0.1015%,
66201,像,1,1,402,,1,0.1015%,
66224,7,1,1,403,,1,0.1015%,
66378,特,1,1,404,,1,0.1015%,
66776,非,1,1,406,,1,0.1015%,
66870,省,1,1,407,,1,0.1015%,
67178,造,1,1,408,,1,0.1015%,
68093,9,1,1,411,,1,0.1015%,
68171,由,1,1,412,,1,0.1015%,
68230,＾,1,1,413,,1,0.1015%,
68379,包,1,1,414,,1,0.1015%,
68464,东,1,1,415,,1,0.1015%,
69253,款,1,1,416,,1,0.1015%,
69496,启,1,1,418,,1,0.1015%,
69636,而,1,1,419,,1,0.1015%,
69856,填,1,1,420,,1,0.1015%,
69962,释,1,1,421,,1,0.1015%,
69978,持,1,1,422,,1,0.1015%,
70141,向,1,1,424,,1,0.1015%,
70203,算,1,1,425,,1,0.1015%,
70277,江,1,1,427,,1,0.1015%,
70349,里,1,1,428,,1,0.1015%,
70542,份,1,1,430,,1,0.1015%,
70616,责,1,1,432,,1,0.1015%,
70626,科,1,1,433,,1,0.1015%,
70821,民,1,1,435,,1,0.1015%,
71208,男,1,1,437,,1,0.1015%,
71869,族,1,1,438,,1,0.1015%,
71890,站,1,1,439,,1,0.1015%,
72099,県,1,1,440,,1,0.1015%,
72234,换,1,1,441,,1,0.1015%,
72238,素,1,1,442,,1,0.1015%,
72368,都,1,1,443,,1,0.1015%,
72404,超,1,1,444,,1,0.1015%,
72516,店,1,1,445,,1,0.1015%,
72718,起,1,1,446,,1,0.1015%,
73298,￥,1,1,447,,1,0.1015%,
73325,拉,1,1,448,,1,0.1015%,
73361,米,1,1,449,,1,0.1015%,
73686,引,1,1,450,,1,0.1015%,
73981,语,1,1,452,,1,0.1015%,
74090,土,1,1,453,,1,0.1015%,
74245,直,1,1,454,,1,0.1015%,
74257,每,1,1,455,,1,0.1015%,
74482,後,1,1,457,,1,0.1015%,
75140,变,1,1,459,,1,0.1015%,
75146,基,1,1,460,,1,0.1015%,
75267,場,1,1,461,,1,0.1015%,
75293,待,1,1,462,,1,0.1015%,
75486,规,1,1,463,,1,0.1015%,
75513,政,1,1,464,,1,0.1015%,
75863,也,1,1,465,,1,0.1015%,
75910,介,1,1,466,,1,0.1015%,
76208,五,1,1,467,,1,0.1015%,
76505,木,1,1,469,,1,0.1015%,
76537,打,1,1,470,,1,0.1015%,
76706,活,1,1,471,,1,0.1015%,
76750,播,1,1,472,,1,0.1015%,
76982,该,1,1,474,,1,0.1015%,
77413,展,1,1,475,,1,0.1015%,
77913,具,1,1,476,,1,0.1015%,
78228,志,1,1,477,,1,0.1015%,
78244,言,1,1,478,,1,0.1015%,
78272,购,1,1,479,,1,0.1015%,
78388,但,1,1,480,,1,0.1015%,
78519,星,1,1,481,,1,0.1015%,
78640,两,1,1,482,,1,0.1015%,
78659,左,1,1,483,,1,0.1015%,
78698,考,1,1,484,,1,0.1015%,
78935,构,1,1,485,,1,0.1015%,
78943,報,1,1,486,,1,0.1015%,
79059,球,1,1,487,,1,0.1015%,
79785,音,1,1,488,,1,0.1015%,
79982,端,1,1,489,,1,0.1015%,
80172,投,1,1,492,,1,0.1015%,
80195,立,1,1,493,,1,0.1015%,
80699,火,1,1,495,,1,0.1015%,
80866,清,1,1,496,,1,0.1015%,
81201,账,1,1,497,,1,0.1015%,
81258,就,1,1,498,,1,0.1015%,
81368,费,1,1,499,,1,0.1015%,
81742,案,1,1,501,,1,0.1015%,
82042,广,1,1,503,,1,0.1015%,
82302,历,1,1,504,,1,0.1015%,
82317,及,1,1,505,,1,0.1015%,
82420,計,1,1,507,,1,0.1015%,
82533,止,1,1,508,,1,0.1015%,
82696,么,1,1,509,,1,0.1015%,
82768,货,1,1,510,,1,0.1015%,
83175,阳,1,1,513,,1,0.1015%,
83266,队,1,1,514,,1,0.1015%,
83301,技,1,1,515,,1,0.1015%,
83324,场,1,1,516,,1,0.1015%,
83354,＞,1,1,517,,1,0.1015%,
83747,少,1,1,519,,1,0.1015%,
83799,形,1,1,520,,1,0.1015%,
83932,稿,1,1,521,,1,0.1015%,
83947,英,1,1,522,,1,0.1015%,
83994,游,1,1,523,,1,0.1015%,
84844,供,1,1,525,,1,0.1015%,
84851,推,1,1,526,,1,0.1015%,
85188,税,1,1,527,,1,0.1015%,
86127,私,1,1,531,,1,0.1015%,
86354,景,1,1,533,,1,0.1015%,
86436,去,1,1,534,,1,0.1015%,
86461,华,1,1,535,,1,0.1015%,
87177,話,1,1,537,,1,0.1015%,
87217,番,1,1,538,,1,0.1015%,
87412,环,1,1,539,,1,0.1015%,
87441,张,1,1,540,,1,0.1015%,
87447,開,1,1,541,,1,0.1015%,
87502,种,1,1,543,,1,0.1015%,
87844,易,1,1,545,,1,0.1015%,
88126,您,1,1,546,,1,0.1015%,
88356,再,1,1,547,,1,0.1015%,
88631,板,1,1,548,,1,0.1015%,
89046,連,1,1,549,,1,0.1015%,
89151,真,1,1,550,,1,0.1015%,
89753,流,1,1,551,,1,0.1015%,
89783,余,1,1,552,,1,0.1015%,
90070,见,1,1,553,,1,0.1015%,
90112,给,1,1,554,,1,0.1015%,
90581,－,1,1,556,,1,0.1015%,
91077,局,1,1,557,,1,0.1015%,
91272,优,1,1,559,,1,0.1015%,
91386,书,1,1,560,,1,0.1015%,
91763,思,1,1,561,,1,0.1015%,
91774,見,1,1,562,,1,0.1015%,
91875,動,1,1,563,,1,0.1015%,
91940,运,1,1,564,,1,0.1015%,
91985,样,1,1,566,,1,0.1015%,
92553,销,1,1,570,,1,0.1015%,
92776,即,1,1,571,,1,0.1015%,
92780,只,1,1,572,,1,0.1015%,
92877,老,1,1,573,,1,0.1015%,
93115,岁,1,1,575,,1,0.1015%,
93233,找,1,1,576,,1,0.1015%,
94366,稍,1,1,579,,1,0.1015%,
94588,达,1,1,581,,1,0.1015%,
94923,院,1,1,584,,1,0.1015%,
95001,価,1,1,586,,1,0.1015%,
95221,気,1,1,587,,1,0.1015%,
95337,约,1,1,588,,1,0.1015%,
95399,速,1,1,589,,1,0.1015%,
95475,停,1,1,590,,1,0.1015%,
95543,反,1,1,591,,1,0.1015%,
95544,票,1,1,592,,1,0.1015%,
95598,十,1,1,593,,1,0.1015%,
96356,身,1,1,594,,1,0.1015%,
96412,含,1,1,595,,1,0.1015%,
96455,率,1,1,596,,1,0.1015%,
96500,汽,1,1,597,,1,0.1015%,
96511,专,1,1,598,,1,0.1015%,
96555,／,1,1,599,,1,0.1015%,
97049,歳,1,1,600,,1,0.1015%,
97518,関,1,1,602,,1,0.1015%,
97522,议,1,1,603,,1,0.1015%,
97565,雷,1,1,604,,1,0.1015%,
98184,些,1,1,607,,1,0.1015%,
98220,界,1,1,608,,1,0.1015%,
98245,陆,1,1,609,,1,0.1015%,
98406,倍,1,1,610,,1,0.1015%,
98499,読,1,1,611,,1,0.1015%,
98657,检,1,1,612,,1,0.1015%,
98806,还,1,1,613,,1,0.1015%,
98871,析,1,1,614,,1,0.1015%,
98897,企,1,1,615,,1,0.1015%,
98915,友,1,1,616,,1,0.1015%,
99337,简,1,1,619,,1,0.1015%,
99397,問,1,1,620,,1,0.1015%,
99741,装,1,1,621,,1,0.1015%,
99750,感,1,1,622,,1,0.1015%,
99771,哈,1,1,623,,1,0.1015%,
99849,何,1,1,624,,1,0.1015%,
99941,预,1,1,625,,1,0.1015%,
100065,～,1,1,626,,4,0.4061%,
100179,尔,1,1,627,,1,0.1015%,
